Ticket ID,Ticket Subject,Ticket Description,Ticket Type,Ticket Priority,Ticket Channel
1169,Subscription renewed at wrong price,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,Low,Email
1170,Please cancel my account,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Social media
1171,Question about upgrading my plan,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Social media
1172,Sync feature not working,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Medium,Social media
1173,Cannot connect to the server,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Social media
1174,Unable to log into my account,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Phone
1175,Integration with third-party tool broken,"The software freezes at 80 percent every time I try to export a large file, I have to force close it.",Technical issue,High,Chat
1176,Question about upgrading my plan,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Phone
1177,Want to cancel my subscription,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Social media
1178,Question about my last invoice,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Low,Chat
1179,Cancelling due to lack of use,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,High,Phone
1180,Cancelling due to lack of use,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Email
1181,Requesting a refund for last month,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Medium,Social media
1182,Does this support multiple users,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,High,Email
1183,Need clarification on billing cycle,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,Low,Email
1184,Subscription renewed at wrong price,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,Low,Chat
1185,Software freezes during export,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Medium,Chat
1186,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Chat
1187,Sync feature not working,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Medium,Social media
1188,Requesting a refund for last month,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,Medium,Chat
1189,Website is throwing a 500 error,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,Low,Phone
1190,Need clarification on billing cycle,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Chat
